"scc","dr","region"
400.2870462604774,"1.5%",globe
290.4565039630151,"1.5%",globe
347.4628160145132,"1.5%",globe
292.5233386943403,"1.5%",globe
304.82044870014454,"1.5%",globe
637.2455690968354,"1.5%",globe
332.8988049519132,"1.5%",globe
342.4549934960836,"1.5%",globe
304.8394439430382,"1.5%",globe
564.2093210279942,"1.5%",globe
924.4638611008276,"1.5%",globe
201.6448702447611,"1.5%",globe
380.36721271991337,"1.5%",globe
381.7937571844278,"1.5%",globe
107.32249267865917,"1.5%",globe
152.41050563842632,"1.5%",globe
172.65081725253242,"1.5%",globe
321.40774996596986,"1.5%",globe
526.1628303960812,"1.5%",globe
179.44093778995276,"1.5%",globe
493.9433516999323,"1.5%",globe
345.17616784684486,"1.5%",globe
324.2460144921865,"1.5%",globe
381.1178522637002,"1.5%",globe
113.87864127389562,"1.5%",globe
242.42676003928094,"1.5%",globe
378.10047614698817,"1.5%",globe
247.35821738405988,"1.5%",globe
147.82549870075025,"1.5%",globe
252.33024852942773,"1.5%",globe
435.1779267634668,"1.5%",globe
452.2192792876826,"1.5%",globe
361.33287584212104,"1.5%",globe
193.66317249653792,"1.5%",globe
320.5639164205416,"1.5%",globe
265.6093357419466,"1.5%",globe
1101.4042177539145,"1.5%",globe
431.6765416158901,"1.5%",globe
381.91553632367265,"1.5%",globe
416.10790024128795,"1.5%",globe
174.3420957419239,"1.5%",globe
503.81175898298795,"1.5%",globe
358.95753116010087,"1.5%",globe
319.3624792186951,"1.5%",globe
429.7994057025116,"1.5%",globe
222.160213707713,"1.5%",globe
567.6902148666542,"1.5%",globe
149.58647647635112,"1.5%",globe
351.81043768758985,"1.5%",globe
436.1655796958872,"1.5%",globe
518.9397838132642,"1.5%",globe
683.4895044015786,"1.5%",globe
190.2992408919525,"1.5%",globe
277.74917828994853,"1.5%",globe
243.6039747091495,"1.5%",globe
200.53622198687142,"1.5%",globe
189.6589491159982,"1.5%",globe
81.58649577547484,"1.5%",globe
451.29921704004045,"1.5%",globe
225.30088399308374,"1.5%",globe
58.907812359483216,"1.5%",globe
133.02994196502559,"1.5%",globe
295.09878683468173,"1.5%",globe
211.52245844031245,"1.5%",globe
296.99611796643217,"1.5%",globe
334.25051763756795,"1.5%",globe
175.252134051715,"1.5%",globe
164.42753899151546,"1.5%",globe
296.1219775787177,"1.5%",globe
236.43552525617477,"1.5%",globe
